Region Tag,ID Number,Homelands,Subsistence Building,City,Port,Farm,Mine,Wood,Arable Land,Provinces,Traits,Arable Resources,Caped Resources,Naval Exit,Prime Land
STATE_URUGUAY,370,cu:platinean,building_subsistence_farms,x302DDA,xA46ED2,xEE9484,x061EE6,xD5325F,100,x3D3A57 x3EA75C xD8A44F x4E1442 xD5325F xEE9484 x08CCA6 x02C6DE xC707C7 x7764E0 x061EE6 xABC305 xC2A28B xD45E0C x302DDA x44A7CD xA46ED2 xE25670 xE69F06 xD8A185 x104529 x3588C8 x3AF263 x754BF8 xDD1206 x65E74D x46C43D xCB8D8C xA7EB2E xC53004 xE2BE85 x49D0F9 x4934E2 xFEBAD0 x9C6453 x466506 x449F06 x490187 x3F05CB x139DC8 x7AADBF xE2D434 x8136C4 xA282BC,state_trait_uruguay_river state_trait_pampas,bg_maize_farms bg_livestock_ranches bg_coffee_plantations bg_tobacco_plantations bg_vineyard_plantations,bg_logging=9 bg_fishing=6 bg_whaling=2 bg_oil_extraction=5,3065,
STATE_JUJUY,371,cu:platinean,building_subsistence_pastures,x5CCB77,,xDF80F0,x245987,xC9249D,50,x2F5C46 x0643B5 x35DA48 xDF80F0 x256EF2 xDF0030 x92E924 x45BE94 xA3EF4A x90F196 x204070 x8D1ED0 x98DD14 x02AD51 xA94375 x2040F0 xD2B642 xEAB107 x5CCB77 x702282 xC11533 xAB66CC xE6D25C x15263F x2080F0 xB01D65 xCA4A31 x0D83A7 x402B62 xE6ADAE x40F4EB xC9249D x369CE3 xC0183E x2D4E45 x829F7D x239211 xAB88AD x155297 xC3F7F6 x463063 x8C37BE x4C03D0 x245987 x3DEF82 x5F3E39,state_trait_gran_chaco,bg_maize_farms bg_livestock_ranches bg_coffee_plantations bg_dye_plantations bg_tobacco_plantations bg_sugar_plantations,bg_iron_mining=36 bg_lead_mining=18 bg_logging=8 bg_gold_mining=3,,
STATE_ALTO_PARAGUAY,372,cu:argentine cu:paraguayan cu:bolivian cu:south_amerindian,building_subsistence_farms,x8CCFFD,,x8E584E,x10DCC5,xB7D892,20,xDE11F9 x60C0F0 xF30D3D xF81AEB x0021B0 x841D25 x42596B x1FB9E5 x4A6B07 x24FD6F x4D1F19 x4D49C2 x03A9D5 x31CD31 x5E4391 xACC25D xEF7E14 x454794 xAFCC81 x94589F xDA6F61 xC7CB16 x466E2C x1148FC x4DC9E5 xDA1836 x2C6C50 x1B710F x727FD6 x0F3CD6 x7EA30A x89DBD1 xA67B3F xC8DC41 xA6FC81 xF9F050 xF6D2AB xB7D892 x3A504C xD88F59 x8CCFFD xD90F3A xABB36B x00B4D8 xAD31E7 x7F122F xBD3AF3 xD5F9CD x8E584E xF56551 xF610F7 x8706BD x10DCC5 xA04170 xCE33D1 xC61ADF xB10505 x907EFD x03443A xFA7666 x4D929D x8A3F78 xBBF9A0 x257980 x067D66 xF0B1F6 xDC3EF4,state_trait_gran_chaco,bg_rice_farms bg_livestock_ranches bg_banana_plantations,bg_logging=11 bg_oil_extraction=5,,
STATE_BAJO_PARAGUAY,373,cu:paraguayan cu:south_amerindian,building_subsistence_rice_paddies,xB63BAD,,xCB6C17,xF72535,x2594A3,120,x369F44 x73B395 xFCD325 x4F8725 x1DCC94 x651796 xB74540 x4DC624 x5A795B x8D0A9E x0B832C xB63BAD xCD1E44 x3674BC xC4AB87 xCB6C17 x361EE6 x9CDC33 xCCC385 x0F5F2B xF72535 x2594A3 xCD9F44 xF4DD1F x0E946E x0FC5DF xFBD28B xCD1FE6 x334783 xBF51C8 x088648,state_trait_paraguay_river,bg_rice_farms bg_livestock_ranches bg_cotton_plantations bg_dye_plantations bg_tobacco_plantations bg_sugar_plantations bg_banana_plantations,bg_iron_mining=15 bg_logging=14 bg_oil_extraction=5,,
STATE_BUENOS_AIRES,374,cu:argentine cu:south_amerindian,building_subsistence_pastures,x365A5B,x672B93,x882F94,x31C090,x04DB73,300,xD254DD x2C2F3C x3724A0 x2F8EEF xD60BE9 x04DB73 xF74125 x3BEB2E xA427EB x0078F4 xD36F75 xCA746C x722D2B x882F94 x362CB9 x522FE7 x693145 x5B6292 x039D7B x76B3DE xEBCAEF x672B93 x257F09 xD51453 xD4A781 xA1C031 xDAC4ED xBE8BB1 xBE17B4 xB41CB3 xB1EAC9 xB04190 x4BFE37 x7E59EB x273D46 x2A2DF9 xB04111 x9371C9 xF1F9BA x4BA895 x365A5B x35D461 x94B28A x31C090 x393FDF x43859F x9FC353 x438067 xAA6512 xBC83B9 xF00190 x6D6334 x1B3858 x8D241F xB67755 xAF5FC7 x85E56B xDF0343 x1BC602 xF10B85 x2D3E46 x107756 x593C7C xB07F50 x1B3D7D xB42CFD x822397 xC8D04B x500F71 x186D61 xAB8E24 x43966D x90F2A4 x996A84 x2A263C x01BF3A x9BF036 xB0C090 x21A4C8 x318050 x264684,state_trait_pampas,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_logging=9 bg_fishing=12,3065,
STATE_PATAGONIA,375,cu:argentine cu:chilean cu:south_amerindian,building_subsistence_pastures,x8E85EB,xB64102,xDACD5C,xF2544E,xC9478C,150,x43591B x9BC95D x29A196 x0F72F3 x2E999C x6FA266 xE799E2 x306D1E xB5E1FE x1F55C5 x91AB9A xADB202 x9068BD x91F5D1 x84176B xB06090 xF508CE x8A9598 x8462B0 x9B0DB2 xEFA010 x92FD41 x0DF97C xD52C89 xE32C31 xC227D9 x4FDE31 x8953E4 xD90036 xD19A99 xDAC04E xA810C9 xCEA621 x6FFD2D x1DB8ED x8E85EB x9AD448 x55453C x569559 x12C24F x1617DD x62B483 xCBEE81 x18C0CB x8113CC x8E9293 xDA2BD3 x878A7C x8C7DA9 xE44832 x00DBA3 x9B88F7 x4031B9 x724807 xB08090 xB64102 x492954 xB40258 x51565A x22F6CA xE98C0B x9A9361 xAFC854 xE6FAA1 x33F2FF x59D59D xD05A2E x1803D0 xE8124F xB02050 xDDE5A5 x147502 x95955A x9A34FD xAA1982 xCCAD63 x28DF24 x00821E x0387F1 x376932 x918823 x47BA2C x4078AC x65C27F xA5E729 xC95F9C xB45149 xB6510D xFB6977 x9AA4B9 x50FCFF x272C16 xCE1B54 x73CD08 x497957 x7A0010 x1620A9 x455C7F xDACD5C xC71E45 xE7F68A x9D4993 x4FF5AE x85B7FE x50ADEE x19F81E xDE52B4 xDC7A3B xC7DD44 x0CC25B xD493AE xCA2941 x5C5A32 x5EF03F x94AA52 xF2544E x0D244F x9959FB xA56FA1 xCC2229 xB11739 xD14535 x5E37F5 x96A842 xFB4936 x1782AF x1F1368 x03DD22 x02A7E0 x4C8AAE x0EE70B xDC67F7 x02FD3B xC54262 x33AE7D xBCEC41 xD882F4 x5A1CFA xA45452 x528D86 x7581D9 xEABA36 x1B6394 x8CB45D x939325 x107763 x2B9230 x0423EC xC84818 x3A5AA8 x3065B0 xF78BB7 x0280B6 xABCC1E x81CD1A x99AF78 x2D9EFE x21AB8C x92E3DF xA224BF x8830BD x68D1F9 x47FADC x92C193 xD373AF xC9478C x01DEC2 x3FB373 x933AD2 x1080D0 x7C3A65 xDE18A2 x58F01D xFC3DA5 x1C97AE xA89044 x39D7C8 x9D360A x2218A8 x9D7CD6 x4CB25A xFD09D2 xD312AC x84CCA4 x7A4665 x7852C7 x177734 x86E3B5 x78B789 x09B4DF xB8A52A x6AC9DC x21CFF3 xF639EE x0E3347 xD056C4 x939F1B x77D750 x880B5B x3123DD x1CB6A9 xDDD3D2 x21B59A x977065 xFD2346 x625A03 xB1895F xB407F5 xC815DF x81A7D0 xA26430 x33807A x73279D xF01382 xF7B2F5 xD17F0E xB22178 xFC2A57 x9D4E94 x1BCCEF x24AA9F xF063FA x4CAC90 x226609 xE2DA61 x82ABE7 x14FC80 x6DE261 x12934C,state_trait_andes,bg_livestock_ranches,bg_coal_mining=32 bg_sulfur_mining=20 bg_fishing=7 bg_oil_extraction=5,3066,
STATE_RIO_NEGRO,376,cu:argentine cu:south_amerindian,building_subsistence_pastures,x78901C,,x19A814,xCAD9EC,x300090,120,x6D25DC xBFD046 xA37A79 x8C91D6 x3002FF xC1A1C8 x374BEF xCAD9EC x6C084A x5D6A63 xC1D1A9 x105BA8 x0F1339 x11E04B x78901C x0D8100 x3F05E8 x625917 xCF5848 x4178C7 xDC5BD4 xFDEBB0 x2B18E0 xFA00A9 x3B06A4 x3C651C x443E92 x9F0243 x230AE0 x828DDF xEBA1B5 x788B48 xF5005C x644D92 xAE79BE x537183 x435071 x2D0CA4 x9EC2C7 x6CF948 x780AF9 x939F2A xF8B9BC xBCD6E4 xF00110 x4A0914 xD4ABBA xD81D58 xB00090 x08B647 x6C8C8C x80C791 x30E94A x30800E x2BBF2E x300090 x5B5500 x708011 x571E1D x7F8525 x35839B x77E75A x2B5897 xD2956F x627AEA x471938 xE7CCBD xCD6C45 x935564 x9D645E x90FE7E xCBC752 xDC370A x97865C xF2801B x03FD75 x8976A7 x99E709 x8018A3 x911741 x8AA282 xCF4A9B x745CF8 x19A814,state_trait_andes,bg_wheat_farms bg_livestock_ranches bg_dye_plantations bg_sugar_plantations bg_vineyard_plantations,bg_coal_mining=40 bg_sulfur_mining=52,,
STATE_LA_PAMPA,377,cu:argentine cu:south_amerindian,building_subsistence_farms,x02454E,,x700090,x6F875E,x9C4EE3,150,xCA7105 xEF8010 xEDB33D x33F60A x2D53E4 x6D8C54 x9B19FC x008C72 x6F875E x31058F x7D5593 x7E58AD xE1E756 x766A95 x7BF818 x6FD2C8 x71796D x7B3596 xF1A586 xA7889F x4B8DCF x20BF71 x8C72BB xA7B670 xB0D16A xC11A96 x95DAD0 xCD2F84 xDF6BB7 xE3B67F x7ED632 x3F05DB x700090 x708090 xF08090 xC60A9F x7C6219 x05B0FE x8C3F3B x6CB61C x7A3CE9 x236485 xB8A863 xC347D2 xAEEA79 xDC526D xB74055 x41303C x056575 x02454E x3EDCA2 x5625B7 x6A7C85 xDA28FF x88F9B3 xA1069A x9C4EE3 x0BAC41,,bg_wheat_farms bg_livestock_ranches bg_dye_plantations bg_sugar_plantations bg_vineyard_plantations,bg_logging=13,,
STATE_SANTA_FE,378,cu:platinean,building_subsistence_farms,xEF1E5B,x704010,xF81E10,x23965B,x3ED92C,80,xEE922F xA24B56 xD1D600 x1C57E1 x5C52A5 xB9990E x455F31 x267CD3 xB00150 x556AD2 x841A8E x694D91 xF04011 xA04711 x839A16 xBA5F14 x26B2A8 x76565D x3FAAD0 xF1F90D x28A097 xC69BB9 x88E2D9 xA95446 xDF2294 xF81E10 x36A907 xA131EA xB6C8C8 x257673 x7F79B5 x7177B9 x3ED92C x9AE49A x6A3C9B xC91868 x431457 xE2363C xABCFB1 xDB4C3B x274BD4 xB5EF97 xF145AE x4CF210 x32AD9F x539122 x31C010 x52F6AC x704010 x23965B x70C090 x453036 xEF1E5B xB81311 x87CEFA,state_trait_parana_river state_trait_pampas,bg_maize_farms bg_livestock_ranches bg_dye_plantations bg_vineyard_plantations,bg_logging=11 bg_fishing=2 bg_oil_extraction=5,3065,
STATE_CORRIENTES,379,cu:platinean cu:sulista cu:guarani,building_subsistence_farms,x759354,,x92BEE9,x0EF9D4,x64BE0D,120,xD099E7 x55BC51 xCD9FE6 x92BEE9 xB196C3 xE6CEFA xA5787E x238A1A x092C5E xF07AA3 x06F100 x988988 x778AFC xAAAE72 x0EF9D4 xAAE517 x9A6092 x84FBF5 x7D7684 x7EB6F0 xBCA186 x910C5C xDDA329 x759354 xFB9D5C x64BE0D x4AC29E xF3F73C x9C2131,state_trait_parana_river state_trait_paraguay_river state_trait_pampas,bg_maize_farms bg_livestock_ranches bg_dye_plantations bg_tobacco_plantations bg_sugar_plantations bg_banana_plantations,bg_logging=15 bg_oil_extraction=5,,
STATE_TUCUMAN,380,cu:platinean,building_subsistence_pastures,x832F57,,x34BCCC,x19EBD4,x751CEB,60,xF6FCCF xEE928C x6AF7F3 x5EE1DE xB00010 xE44569 xC00241 x97CC8F xA9393F x308010 x471BB2 xCD1304 x1000D0 x31DC15 xD0C0D0 xAC403E xAF104E x2D3184 xAABE4B x19EBD4 x21CD86 xFEE485 x751CEB x198016 xF72706 xFC58D2 x513BBF x832F57 xCCD312 x34BCCC x7011E9 x11B8D6 x4EF694 x7D1FA4 x940333 xB08010 x10EE5A x59952D x96A5C9 xE6D8DB x41A9D6 x140D33 x33099A x1DAB0D x274804 xD176EE xA056EB x09084A x88069E xF9A9CB xEFB9CB x9C6E7D x69CE0A xA6E3FF xDE7D37 xED426E x3FE375 xCD566B x4281BB x1C5911 x146973 x8B1824 x75F2DC xD0C050 x0DE4E6 x040A5A x273A8F x8654E1 x23D433,state_trait_andes,bg_maize_farms bg_livestock_ranches bg_dye_plantations bg_tobacco_plantations bg_sugar_plantations bg_banana_plantations bg_vineyard_plantations,bg_iron_mining=39 bg_lead_mining=15 bg_gold_mining=3 bg_logging=6,,
STATE_CHACO,381,cu:platinean cu:guarani,building_subsistence_farms,xB0C011,,x60F33C,x4E5F59,xE0C49E,60,x476F91 xB0C011 xD84595 x52353A x60F33C xC1E078 xB2711B x4E5F59 x9E3116 xEE670B x06C8A5 x455239 xD041D0 x8B722D xECF85F x5AB63C x4D4F5E x1DFDAC xA080F0 xE0C49E x26CE16 x0E777E xC7FF96 x4A2296 x2A9B2C x5040D0 x42AED6 x3F7BB5 xB00050 x76C8E9 xC75C36 x9A3B4F xFDFEA2 xF4329F xEA944C x1BAD65 x9D1DC2 xBFE416 x677EEB x840395 xBB1FAD x98A799 x517902 xBB6154 x07D26B x64D769 xC37562 xB315A7,state_trait_gran_chaco,bg_maize_farms bg_livestock_ranches bg_cotton_plantations bg_dye_plantations bg_tobacco_plantations bg_banana_plantations,bg_logging=13,,
STATE_SANTIAGO,382,cu:south_andean,building_subsistence_farms,x73C0F8,x5DED27,xFFF993,x001886,xAFBE09,50,xB808E7 xA53405 x38BE02 x423A89 x983742 xFFF993 x3B1319 x975852 x61C0E9 xC3EC7E x792B0A x1D4FBD xD000D0 x5F5835 x73C0F8 xCF8B7D x7CD76E x92EAB2 xB6BD11 xD3A966 x5080D0 xC6A968 xAFBE09 x42CE23 x5DED27 xE3764F x6F3C8F xFEDF06 xF0147F xD080D0 x1297F8 xD08050 x9E95B8 xB17E89 x94DFAD xACD450 x001886 x6B96A8 xB57224,state_trait_andes state_trait_cordillera_de_la_costa state_trait_longitudinal_valley,bg_wheat_farms bg_livestock_ranches bg_tobacco_plantations bg_sugar_plantations bg_vineyard_plantations,bg_gold_mining=5 bg_iron_mining=33 bg_sulfur_mining=36 bg_logging=6 bg_whaling=2 bg_fishing=8,3152,
STATE_LOS_RIOS,383,cu:chilean cu:south_amerindian,building_subsistence_farms,x904050,x9040D0,x90C0D0,x427820,x83D701,70,x31F03F x42A6B5 x8848C6 xAAA21B x427820 x49F9FC xDAE7CA xCFB481 x10C050 x1A5ED2 x9040D0 xD78C29 x02C052 xF63FA0 xF2263F x904050 x9DA2FB xB72711 xA316F5 x83D701 xF68D31 x90C050 x3D3ED8 x142AEF x304688 x24D8BD xF0CA34 x29AFD4 xE70539 x90C0D0 xE855B1,state_trait_andes state_trait_cordillera_de_la_costa state_trait_longitudinal_valley,bg_wheat_farms bg_livestock_ranches bg_tobacco_plantations bg_sugar_plantations bg_vineyard_plantations,bg_coal_mining=60 bg_lead_mining=24 bg_sulfur_mining=32 bg_logging=20 bg_whaling=3 bg_fishing=10,3152,
STATE_ARAUCANIA,384,cu:argentine cu:chilean cu:south_amerindian,building_subsistence_pastures,xD7C0DF,x553B3F,x144683,x8C10F7,x0D35DB,10,xC3285E x38CA10 x10C0D0 x8D3309 xEFB409 x6C5ABF x26952C x1C63CA xBDED9A x373F8E x2EED5C xA44376 x6ACA62 xC408A8 xB8B2B8 xB0E4AA x8C10F7 x9A65E7 x8A5623 x0D35DB xB3A09E xAE5924 x8DFAB2 x3677CF x32A3EF x7F712C x397FCF x2238F2 xD48CEB x1ECBB0 x972B02 x5A2781 xE08DF2 x78955F xBFA411 x3B77C3 x6A1AA0 x1C93E4 xA78819 x4CF080 xD2FCCD xE4E0A7 xB938AE x76A4B1 x6E53D4 x3E636E x41362A x9EF738 x350B0F x5EE5BA xB2743E xC9CE36 x706090 x8C193E x7A3051 x029AC8 xEC5162 x6B4507 xEF695A x08DC28 x239726 x1BC85D x572ADE xB79F3F x9806EE x67124D xA86344 xA9B0FB xE0D7C4 xC544F3 xEEF132 xFA990A x5F5474 xB0E010 xE4FCDC xA2F65A x592AB4 xFC375D x234A11 xD2DD34 x5A7430 xD7C0DF x3F684C xC42462 xB451D6 x5D6B95 x06CB06 xAB76FA xB6AC81 x6F282B x9C5DD8 x5888F2 x635DF1 x553B3F xFD0582 xB77DB2 xA8029D x3C48C5 xDE5B96 x1205C7 x521B0A x9820A3 xB180F2 x5BA7C2 x144683 x5550B3 x45155F x30E010 x15DC6A x977A70 x2D500A xA5B2DA xCA8971 x57B39E xFF3CFE xD88028 xF4A0DA xC61D1A x86C279 x62F8C0 x3618F8 xCC30AA x7A0796 x4A805F x774C99 x92226D,state_trait_andes state_trait_canales_patagonicos,bg_livestock_ranches,bg_sulfur_mining=40 bg_logging=30 bg_fishing=15 bg_gold_mining=4 bg_oil_extraction=5,3151,
STATE_SOUTH_ATLANTIC_ISLANDS,385,cu:british,building_subsistence_pastures,x3020D0,x9EF337,x3020D0,x3020D0,x9EF337,10,x3020D0 x0CB556 xB5100C x5E9DB3 xB0BDDF xB5760C x9EF337,state_trait_antarctic_whaling,bg_livestock_ranches,bg_whaling=3 bg_fishing=2,3066,
STATE_PARA,397,cu:brazilian cu:amazonic cu:amazonian cu:afro_brazilian,building_subsistence_farms,xC413AA,x0EEAC1,xE00190,x45DA42,x229F7E,30,x9CB8B8 x8A8A3E x8647C7 x69460E x888CDB x4A7D5B x4DCA73 x724B34 xCAC940 xD266C5 x5E1149 xEF23E2 x4D0F16 x16CD59 x288CA0 x960A35 xE4212F xE560D3 x3FA31D x26B9C1 xCFC6EC xDC49C1 x3B9938 x8616BC x62B50D x3E918E x6D5915 x8CB00B xAADF4E x12590E x4E60B2 x6C1217 x414A40 x16E6AD x873D0C xCA51A9 x9B8499 xED6BF1 xC50FEA xF1319A xB86D09 x7E0544 xE8BA13 x0EEAC1 x790A63 x819CB3 xB306A1 x8AE1DE xF41AB0 xFF265C x8485F5 xF1FE8F xDFE92A xBCAD33 x2717F9 x30A52C xBF92E8 x90594E xD29F39 xDC0EE4 x26F024 xE1C40F xD2C5AD xB8B087 xF0DDD8 x7EF491 xE5DCAD x0A5CA3 x550071 xE91C8C xE6D232 xF698A3 xCDB699 xBDAF9D x2ECB28 xBA338A xA08090 x3DD891 x3FDF4A xB93B0C xC0B27B xD52D37 xE6A9FB xD388EA x697461 xD3350B x639D5E x80F241 xD6E2EA xF66408 xF777F8 x0C517C xAF6776 x74A192 x600190 xE50EDA x646762 x49320F xCAADC8 xF8E605 xD440A4 xB9E4B1 x554F30 x755A1F xDD2CE1 xDBF44B xE00190 xF5CC32 x69EDA5 x81FC6B xF2704E x88F1DE x7C32C1 xF0345C xE19BE4 x69938A x35641E xB2D30E x62AEF6 xA623EB xFA50BF x570C6E xD6BEFC xE9B391 x399A1B x0A4B09 x981656 xB660E8 xE8A10B x8CABCB xFC8C93 x4A40A2 xA8BCF5 xFF0F6F xDC9757 x7DF409 x5ABF5A xEC5C04 x73D4D4 x79F381 x4B0F3A xFDFD80 xE499EF xF019BF x1182FD x67A604 x4F98A6 x8839E0 x8AB059 x1E5CF7 x8CA600 x21F625 x60476B xBE7FEE x72000B x999716 xD14114 xE6087E xD9625A xC413AA x45DA42 x8C8A64 x0FDD9C x9A68C5 xCFCE1D x202AD6 x05CF8B xD364FA xBEC87E x5AD2E6 xCD65EB xA6B342 xE1CD47 xAB1E72 xBD503D xAB933C x1D7FD2 x33102C x5D391F x52D9E9 x28B30B x34E831 x0D770E x3C43BC x6D5272 x96700F xC32267 xC5474F xC6D926 x03A6E8 xD72252 x32B46C xA970CF xD318FE xEBB90E x26A1DE x47DD6F x4A5B60 xAED9E7 x8F3A3A x05B90F x1B68B0 xE336EF x8473D1 x0B0F3C xC5C8DB x20F3FE x819B9B x6EAF9A x680C6A x229F7E xEF26E3 x04CE13 xDF31C8 x10871C x127760 x456A7F x0A308E x4BE6EE xB60E46 xA094C5 x38B846 x1BEEC7 x4AA845 xAE92D6 x650BF7 xB90B68 xDBA900 x082621 xC92518 xB1CCEE x7684AE x147984 x674F0A x54E66A xA80863 x49FCEC x70E7F2 x9CF266 xE60D23 x430FED x4F76AF x608090 xC98FE7 xD17D5B x466026 xA04111 xA85C4A xD809FC xA0CFE1 x003E6F x52102E xC3E90E x1F2DE0 xB95681 x140E36 x9D57CD,state_trait_amazon_rainforest state_trait_serra_dos_carajas,bg_rice_farms bg_livestock_ranches bg_cotton_plantations bg_tobacco_plantations bg_banana_plantations,bg_logging=9 bg_fishing=3 bg_iron_mining=78 bg_rubber=22 bg_oil_extraction=5,3062,
STATE_MARANHAO,396,cu:brazilian cu:amazonic cu:nordestino cu:afro_brazilian cu:tupinamba,building_subsistence_rice_paddies,x7DBD66,x2941C6,x5634E8,xE3C781,x0DB9D9,30,x8CF9DE xE3C781 xA0C011 x8FB7B0 x2EABC5 xB1EFA7 x5D6D8D xCC8A8A xDAA149 x8C3D2C x2941C6 x57302A x90FE1E x424458 xF89BE4 xCD6634 xE3D369 x592F89 x06800E xE38165 x2C4A14 x3BD188 x2769F6 x80C250 xCC5915 x7B9800 x613F23 xECA636 xA48AAE x7DBD66 x62EDC5 x89E132 x739075 x75B6DF x4F2FCD x5634E8 x21C011 xA4CA4C x0E5A68 xB3940F x011074 x57D797 x043AE5 x0DB9D9 x4081F6 xD81DE8 xBA9C2C x03E724 x0C8E72 x0E45FF xA4F6C2 xBA0107 xC88B1C x4987DB x576777 xC6ECAE x8D0EDA,state_trait_amazon_rainforest,bg_rice_farms bg_livestock_ranches bg_tobacco_plantations bg_sugar_plantations bg_banana_plantations,bg_logging=16 bg_fishing=7 bg_rubber=16,3062,
STATE_AMAZONAS,386,cu:south_amerindian,building_subsistence_farms,xE921FB,,xC3136F,x2906D5,xE67742,40,xF62EBB xA23B8A xBEBFA7 x817AFB xE18840 x46E2D3 x610A61 x4315D5 x3B31BD x79D4B1 xAE4F84 x49A43E x237C27 x8C4707 x333FE5 x01FB64 x80FA90 xB43B72 xF83090 x073FDE xEE058F x9778E0 x328B67 x645927 x2F15DF xDBEA3D x8976AD x2B8C6E x3FF111 xC51963 xEA0BD4 x20B9B2 x4D62D6 x73E176 xB241C1 x8A5A62 x2EE626 x1F56AE x95BF58 xE00111 x6407BA xEDAC7C xFE1511 xA11526 xF8A947 xFF4650 xA88EBF x36E83E x2629FF xC53B26 xFFE4C1 x24AC59 xB2C542 xFDC3C4 x4D1CA6 x871D4A x329800 xB711DF xDCD7C9 x22964C x2AF127 xE60BF7 x6A1760 xBD1800 x47BA4D xEC140B x9DA6FA xFCD456 x5285F9 x3A4B20 xB8747C x03487B x01084B xA30817 x41C051 xDDEE22 x36D9EF xF9125F x08B908 xE2B0B7 xA92523 x3DCCEA xAFB883 xD7EC39 x06C624 xBF2FEF x7B89C9 x3FA0FB x8F7F6F x9FC0FE xE14B14 x228F62 xF97E89 xCEDA54 x1BE381 x5A4946 xAA63FA x71D3B4 xE2754D x929F4C x6FC2D0 xB374FD x1BCE49 xE3CC7D x4CA6CC x69C874 x48B190 xA58C2D x9AE5DE x8899C3 x081A73 xDBADFE xE0A9E2 x54CC99 x3B3011 xDE68CB xD75909 x45EED6 x2CA8CA x6809E1 x211F43 x67CDD3 x992895 xCCF73F x35728C xDBC4C9 x48171B x569250 x575E56 x831427 x58BD7A x43D729 x2A5962 x378065 x90539F xA8E4E8 x2906D5 x446753 x75E887 x83B1BA xAA5F0C xD246CD xD6AD0C xF7FD32 xB43F4F x8E80DF x74AF3A xD122E9 xF3946E xD7092A xBC7468 x4751E8 x47D460 x8F231D x7A431A x5DB7DF xE379B6 xE95326 x2811A6 x91C728 x0C34F7 x60FF01 xA88280 x0C80D5 xA837D2 xBB7948 xF02823 x2F69F7 xEA326C x23EFD7 xA12EB0 x50FD51 xB4DB5E xA2F845 x894577 x0C14D1 x3D7B8F x4216B3 xC45530 x379D54 x4C2A62 x9FA745 x137A16 x210144 xE08090 x5A47CA x48E330 xC3136F x3D6A7B xFC29D0 x54AC8C x8B5A01 xD9B51B xB76ECB x775279 x7CD52C xE856C1 x3C83DF x4A16EA x94F9C8 xE8E12A x2F2B09 x5C39FF xEECA78 x0DE918 x9DD475 x0A49A7 xA19E99 x18AF1A x46A9DE xC886E3 xF0A42C xFE9E78 xEE6521 xD740E9 x9752DF xAB3298 x0DD209 x72DE57 x038CB0 xD34BA0 x717A55 xFF6FE1 x705239 xC599F6 xADB7B9 x328FFE x8FFEA0 x196415 x950AF3 x5A3090 x7697B7 xDC716A x989CB7 x84E5E0 x71E84F xED3292 xDABCDD x62493B x6831AB xFC221C x6BE64A xF5AEBE x109595 x9C3270 x7FB6F1 x31B106 x2404C7 x402E72 x40AB15 xE67742 xC49B34 x47D820 xF3E4CF xBB6578 x14EE0B x7CDC0B xE5EF82 x4370B4 xCF9E9F xC46825 xFFF6EE xD068EF x8062F4 xEA5BE9 xACEB79 xE73BE7 xA9FD52 x682823 x2C2C20 x206CC6 x34C294 x5820C3 x1F175F x23699F xA5AF12 x597DD7 x918579 x8F6B32 x4A8664 x47ED24 x8BD00A xABA7B1 xB62AF0 xEA0EB1 xE3F904 x74BC05 x5C2AA8 xBD9F17 x756755 xF192D6 x7F0E49 x2E7EBF xE2B050 xF0A6D7 xDF91C1 x57DC7A x8653EE x702F8B xCC99C2 x87087A xC04151 x5755E4 x6C2ED1 xB9D5AE x40C090 x54D63A x20EFD3 xF00CED x0E6BAF xFF5E63 x450DE4 xE2A941 x06E0E9 xC5CD94 x1A3B8F xE8D3C3 xE921FB x840034 x64E682 x87F2F9 x3116DB xB29291 x6FE8D5 xFE4759 x9E3C4B x554D04 xBF360F x2994F2 x8F7DE4 xC04090 x8A52D2 xF47364 x77399A x681E21 x8F758B,state_trait_amazon_rainforest,bg_maize_farms bg_livestock_ranches bg_tobacco_plantations bg_sugar_plantations bg_banana_plantations,bg_logging=40 bg_rubber=25 bg_oil_extraction=5,,
STATE_ACRE,665,cu:south_amerindian,building_subsistence_farms,xFD1ADF,,xDDB34E,x20BB6B,x93D464,5,xF605CB x5434FE x93D464 x0BEC9D xD45C4D xB7152C xF77646 xFA73DA x562DA4 x06E343 x46F090 xF23C51 x897E6F x5C413B x2C1E28 xA296AF xC4B4CD xDDB34E x7949EB xFF2E3D x20BB6B xAB73D1 xFD1ADF x9A5667 xFDB1E8 x449875 x174A88 x41C0D0 x5720BB,state_trait_amazon_rainforest,bg_maize_farms bg_livestock_ranches bg_tobacco_plantations bg_sugar_plantations bg_banana_plantations,bg_logging=15 bg_rubber=15,,
