State Region Tag,State Name,Owner,Owner Tag,Building Type,Level,Production Methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_FRANCHE_COMTE,Franche Comte,France,c:FRA,building_motor_industry,20,pm_electric_engines pm_automobile_production pm_rotary_valve_engine_building_motor_industry pm_publicly_traded_building_motor_industries,building_wheat_farm,10,pm_fertilization pm_no_secondary pm_steam_threshers pm_homesteading,building_livestock_ranch,8,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_refrigerated_storage_building_livestock_ranch pm_homesteading,building_vineyard_plantation,5,default_building_vineyard_plantation pm_road_carts pm_privately_owned_plantation,building_logging_camp,5,pm_electric_saw_mills pm_hardwood pm_steam_donkey_building_logging_camp pm_road_carts pm_publicly_traded_building_logging_camp,building_power_plant,1,pm_coal-fired_plant pm_publicly_traded_building_power_plant,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,5,pm_electric_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_university,1,pm_philosophy_department pm_secular_academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_FRENCH_LOW_COUNTRIES,French Low Countries,France,c:FRA,building_textile_mills,30,pm_electric_sewing_machines pm_no_luxury_clothes pm_mechanized_looms pm_publicly_traded_building_textile_mills,building_furniture_manufacturies,20,pm_mechanized_workshops pm_no_luxuries pm_rotary_valve_engine_building_furniture_manufacturies,building_tooling_workshops,20,pm_steel pm_rotary_valve_engine_building_tooling_workshops pm_publicly_traded_building_tooling_workshops,building_chemical_plants,10,pm_improved_fertilizer pm_publicly_traded_building_chemical_plants,building_motor_industry,10,pm_electric_engines pm_automobile_production pm_rotary_valve_engine_building_motor_industry pm_publicly_traded_building_motor_industries,building_wheat_farm,10,pm_fertilization pm_no_secondary pm_steam_threshers pm_homesteading,building_livestock_ranch,8,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_refrigerated_storage_building_livestock_ranch pm_homesteading,building_vineyard_plantation,5,default_building_vineyard_plantation pm_road_carts pm_privately_owned_plantation,building_coal_mine,10,pm_condensing_engine_pump_building_coal_mine pm_nitroglycerin_building_coal_mine pm_steam_donkey_building_coal_mine pm_publicly_traded_building_coal_mine ,building_logging_camp,5,pm_electric_saw_mills pm_hardwood pm_steam_donkey_building_logging_camp pm_road_carts pm_publicly_traded_building_logging_camp,building_fishing_wharf,5,pm_fishing_trawlers pm_refrigerated_storage_building_fishing_wharf pm_publicly_traded_building_fishing_wharf,building_power_plant,1,pm_coal-fired_plant pm_publicly_traded_building_power_plant,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,4,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_port,5,pm_modern_port,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_GUAYANA,French Guatana,France,c:FRA,building_rice_farm,3,pm_fertilization_building_rice_farm pm_fig_orchards_building_rice_farm pm_tools_building_rice_farm pm_homesteading,building_livestock_ranch,1,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_unrefrigerated pm_homesteading,building_banana_plantation,3,default_building_banana_plantation pm_road_carts pm_privately_owned_plantation,building_fishing_wharf,1,pm_fishing_trawlers pm_refrigerated_storage_building_fishing_wharf pm_publicly_traded_building_fishing_wharf,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,1,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_port,1,pm_industrial_port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_GUYENNE,Guyenne,France,c:FRA,building_wheat_farm,20,pm_fertilization pm_no_secondary pm_steam_threshers pm_homesteading,building_livestock_ranch,8,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_refrigerated_storage_building_livestock_ranch pm_homesteading,building_vineyard_plantation,5,default_building_vineyard_plantation pm_road_carts pm_privately_owned_plantation,building_logging_camp,20,pm_electric_saw_mills pm_hardwood pm_steam_donkey_building_logging_camp pm_road_carts pm_publicly_traded_building_logging_camp,building_power_plant,1,pm_coal-fired_plant pm_publicly_traded_building_power_plant,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,1,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_ILE_DE_FRANCE,Ile De France,France,c:FRA,building_textile_mills,30,pm_electric_sewing_machines pm_craftsman_sewing pm_mechanized_looms pm_publicly_traded_building_textile_mills,building_furniture_manufacturies,10,pm_mechanized_workshops pm_precision_tools pm_rotary_valve_engine_building_furniture_manufacturies,building_paper_mills,10,pm_bleached_paper pm_watertube_boiler_building_paper_mills pm_publicly_traded_building_paper_mills,building_motor_industry,20,pm_electric_engines pm_automobile_production pm_rotary_valve_engine_building_motor_industry pm_publicly_traded_building_motor_industries,building_war_machine_industry,10,pm_aeroplane_production pm_publicly_traded_building_war_machines_induestries,building_electrics_industry,10,pm_telephones pm_no_radios pm_publicly_traded_building_electrics_industries,building_arms_industry,10,pm_bolt_action_rifles pm_rotary_valve_engine_building_arms_industry pm_publicly_traded_building_arms_industry,building_artillery_foundries,10,pm_breech_loaders pm_rotary_valve_engine_building_artillery_foundries pm_publicly_traded_building_artillery_foundries,building_munition_plants,10,pm_explosive_shells pm_rotary_valve_engine_building_munition_plants pm_publicly_traded_building_munition_plants,building_wheat_farm,10,pm_fertilization pm_no_secondary pm_steam_threshers pm_homesteading,building_livestock_ranch,8,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_refrigerated_storage_building_livestock_ranch pm_homesteading,building_vineyard_plantation,5,default_building_vineyard_plantation pm_road_carts pm_privately_owned_plantation,building_logging_camp,15,pm_electric_saw_mills pm_hardwood pm_steam_donkey_building_logging_camp pm_road_carts pm_publicly_traded_building_logging_camp,building_power_plant,1,pm_coal-fired_plant pm_publicly_traded_building_power_plant,building_government_administration,25,pm_switch_boards pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,8,pm_electric_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_university,15,pm_philosophy_department pm_secular_academia,,,,,,,,,,,,,,,,,,,,,
s:STATE_INDIAN_OCEAN_TERRITORY,French Indian Ocean Territories,France,c:FRA,building_rice_farm,3,pm_fertilization_building_rice_farm pm_fig_orchards_building_rice_farm pm_tools_building_rice_farm pm_homesteading,building_livestock_ranch,1,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_unrefrigerated pm_homesteading,building_sugar_plantation,5,default_building_sugar_plantation pm_road_carts pm_privately_owned_plantation,building_fishing_wharf,2,pm_fishing_trawlers pm_refrigerated_storage_building_fishing_wharf pm_publicly_traded_building_fishing_wharf,building_whaling_station,2,pm_steam_whaling_ships pm_unrefrigerated pm_privately_owned_building_whaling_station,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,1,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_port,2,pm_industrial,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,1,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_port,2,pm_industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_LANGUEDOC,Languedoc,France,c:FRA,building_wheat_farm,20,pm_fertilization pm_no_secondary pm_steam_threshers pm_homesteading,building_livestock_ranch,8,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_refrigerated_storage_building_livestock_ranch pm_homesteading,building_vineyard_plantation,5,default_building_vineyard_plantation pm_road_carts pm_privately_owned_plantation,building_cotton_plantation,10,default_building_cotton_plantation pm_road_carts pm_privately_owned_plantation,building_logging_camp,15,pm_electric_saw_mills pm_hardwood pm_steam_donkey_building_logging_camp pm_road_carts pm_publicly_traded_building_logging_camp,building_fishing_wharf,5,pm_fishing_trawlers pm_refrigerated_storage_building_fishing_wharf pm_publicly_traded_building_fishing_wharf,building_power_plant,1,pm_coal-fired_plant pm_publicly_traded_building_power_plant,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,1,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_port,3,pm_industrial,building_university,5,pm_philosophy_department pm_secular_academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_LORRAINE,Lorraine,France,c:FRA,building_tooling_workshops,10,pm_steel pm_rotary_valve_engine_building_tooling_workshops pm_publicly_traded_building_tooling_workshops,building_chemical_plants,20,pm_improved_fertilizer pm_publicly_traded_building_chemical_plants,building_explosives_factory,20,pm_vacuum_evaporation pm_publicly_traded_building_explosives_factory,building_synthetics_plants,20,pm_dye_production pm_no_artificial_fibers pm_publicly_traded_building_synthetic_plants,building_steel_mills,30,pm_open_hearth_process pm_rotary_valve_engine_building_steel_mills pm_publicly_traded_building_steel_mills,building_wheat_farm,10,pm_fertilization pm_no_secondary pm_steam_threshers pm_homesteading,building_livestock_ranch,8,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_refrigerated_storage_building_livestock_ranch pm_homesteading,building_vineyard_plantation,5,default_building_vineyard_plantation pm_road_carts pm_privately_owned_plantation,building_iron_mine,15,pm_condensing_engine_pump_building_iron_mine pm_nitroglycerin_building_iron_mine pm_steam_donkey_mine pm_road_carts pm_publicly_traded_building_iron_mine,building_lead_mine,15,pm_condensing_engine_pump_building_lead_mine pm_nitroglycerin_building_lead_mine pm_steam_donkey_mine pm_road_carts pm_publicly_traded_building_lead_mine,building_sulfur_mine,40,pm_condensing_engine_pump_building_sulfur_mine pm_nitroglycerin_building_sulfur_mine pm_steam_donkey_mine pm_road_carts,building_logging_camp,5,pm_electric_saw_mills pm_hardwood pm_steam_donkey_building_logging_camp pm_road_carts pm_publicly_traded_building_logging_camp,building_power_plant,1,pm_coal-fired_plant pm_publicly_traded_building_power_plant,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,8,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_MADRAS,Madras,France,c:FRA,building_rice_farm,5,pm_fertilization_building_rice_farm pm_fig_orchards_building_rice_farm pm_tools_building_rice_farm pm_homesteading,building_fishing_wharf,2,pm_fishing_trawlers pm_refrigerated_storage_building_fishing_wharf pm_publicly_traded_building_fishing_wharf,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,1,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_port,2,pm_modern_port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_MAINE_ANJOU,Main-Anjou,France,c:FRA,building_textile_mills,10,pm_electric_sewing_machines pm_craftsman_sewing pm_mechanized_looms pm_publicly_traded_building_textile_mills,building_furniture_manufacturies,5,pm_mechanized_workshops pm_precision_tools pm_rotary_valve_engine_building_furniture_manufacturies,building_wheat_farm,20,pm_fertilization pm_no_secondary pm_steam_threshers pm_homesteading,building_livestock_ranch,1,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_unrefrigerated pm_homesteading,building_vineyard_plantation,5,default_building_vineyard_plantation pm_road_carts pm_privately_owned_plantation,building_logging_camp,10,pm_electric_saw_mills pm_hardwood pm_steam_donkey_building_logging_camp pm_road_carts pm_publicly_traded_building_logging_camp,building_power_plant,1,pm_coal-fired_plant pm_publicly_traded_building_power_plant,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,2,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_NORMANDY,Normandy,France,c:FRA,building_shipyards,10,pm_metal_shipbuilding pm_publicly_traded_building_shipyards,building_wheat_farm,20,pm_fertilization pm_no_secondary pm_steam_threshers pm_homesteading,building_livestock_ranch,8,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_refrigerated_storage_building_livestock_ranch pm_homesteading,building_vineyard_plantation,10,default_building_vineyard_plantation pm_road_carts pm_privately_owned_plantation,building_logging_camp,10,pm_electric_saw_mills pm_hardwood pm_steam_donkey_building_logging_camp pm_road_carts pm_publicly_traded_building_logging_camp,building_whaling_station,2,pm_steam_whaling_ships pm_unrefrigerated pm_privately_owned_building_whaling_station,building_power_plant,1,pm_coal-fired_plant pm_publicly_traded_building_power_plant,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,1,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_port,10,pm_modern_port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_ORAN,Oran,France,c:FRA,building_wheat_farm,5,pm_fertilization pm_no_secondary pm_steam_threshers pm_homesteading,building_livestock_ranch,8,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_refrigerated_storage_building_livestock_ranch pm_homesteading,building_fishing_wharf,1,pm_fishing_trawlers pm_refrigerated_storage_building_fishing_wharf pm_publicly_traded_building_fishing_wharf,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,1,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_port,1,pm_industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_ORLEANS,Orleans,France,c:FRA,building_wheat_farm,20,pm_fertilization pm_no_secondary pm_steam_threshers pm_homesteading,building_livestock_ranch,5,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_unrefrigerated pm_homesteading,building_vineyard_plantation,5,default_building_vineyard_plantation pm_road_carts pm_privately_owned_plantation,building_logging_camp,15,pm_electric_saw_mills pm_hardwood pm_steam_donkey_building_logging_camp pm_road_carts pm_publicly_traded_building_logging_camp,building_power_plant,1,pm_coal-fired_plant pm_publicly_traded_building_power_plant,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,2,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_university,2,pm_philosophy_department pm_secular_academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_PICARDY,Picardy,France,c:FRA,building_wheat_farm,30,pm_fertilization pm_no_secondary pm_steam_threshers pm_homesteading,building_livestock_ranch,8,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_refrigerated_storage_building_livestock_ranch pm_homesteading,building_vineyard_plantation,5,default_building_vineyard_plantation pm_road_carts pm_privately_owned_plantation,building_logging_camp,4,pm_electric_saw_mills pm_hardwood pm_steam_donkey_building_logging_camp pm_road_carts pm_publicly_traded_building_logging_camp,building_fishing_wharf,1,pm_fishing_trawlers pm_refrigerated_storage_building_fishing_wharf pm_publicly_traded_building_fishing_wharf,building_power_plant,1,pm_coal-fired_plant pm_publicly_traded_building_power_plant,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,4,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_port,5,pm_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_POITOU,Poitou,France,c:FRA,building_textile_mills,10,pm_electric_sewing_machines pm_craftsman_sewing pm_mechanized_looms pm_publicly_traded_building_textile_mills,building_furniture_manufacturies,5,pm_mechanized_workshops pm_precision_tools pm_rotary_valve_engine_building_furniture_manufacturies,building_wheat_farm,20,pm_fertilization pm_no_secondary pm_steam_threshers pm_homesteading,building_livestock_ranch,8,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_refrigerated_storage_building_livestock_ranch pm_homesteading,building_vineyard_plantation,5,default_building_vineyard_plantation pm_road_carts pm_privately_owned_plantation,building_logging_camp,5,pm_electric_saw_mills pm_hardwood pm_steam_donkey_building_logging_camp pm_road_carts pm_publicly_traded_building_logging_camp,building_fishing_wharf,2,pm_fishing_trawlers pm_refrigerated_storage_building_fishing_wharf pm_publicly_traded_building_fishing_wharf,building_power_plant,1,pm_coal-fired_plant pm_publicly_traded_building_power_plant,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,1,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_port,1,pm_industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_PROVENCE,Provence,France,c:FRA,building_steel_mills,10,pm_open_hearth_process pm_rotary_valve_engine_building_steel_mills pm_publicly_traded_building_steel_mills,building_shipyards,10,pm_metal_shipbuilding pm_publicly_traded_building_shipyards,building_military_shipyards,10,pm_military_shipbuilding_steam pm_government_run_building_military_shipyards,building_livestock_ranch,8,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_refrigerated_storage_building_livestock_ranch pm_homesteading,building_livestock_ranch,8,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_refrigerated_storage_building_livestock_ranch pm_homesteading,building_vineyard_plantation,10,default_building_vineyard_plantation pm_road_carts pm_privately_owned_plantation,building_cotton_plantation,15,default_building_cotton_plantation pm_road_carts pm_privately_owned_plantation,building_silk_plantation,15,default_building_silk_plantation pm_road_carts pm_privately_owned_plantation,building_logging_camp,5,pm_electric_saw_mills pm_hardwood pm_steam_donkey_building_logging_camp pm_road_carts pm_publicly_traded_building_logging_camp,building_fishing_wharf,5,pm_fishing_trawlers pm_refrigerated_storage_building_fishing_wharf pm_publicly_traded_building_fishing_wharf,building_power_plant,1,pm_coal-fired_plant pm_publicly_traded_building_power_plant,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,5,pm_electric_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_port,10,pm_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_RHONE,Rhone,France,c:FRA,building_food_industry,20,pm_baking_powder pm_cannery pm_disabled_distillery pm_publicly_traded_building_food_industry,building_textile_mills,20,pm_electric_sewing_machines pm_craftsman_sewing pm_mechanized_looms pm_publicly_traded_building_textile_mills,building_furniture_manufacturies,10,pm_mechanized_workshops pm_precision_tools pm_rotary_valve_engine_building_furniture_manufacturies,building_glassworks,10,pm_crystal_glass pm_disabled_ceramics pm_publicly_traded_building_glassworks,building_tooling_workshops,20,pm_steel pm_rotary_valve_engine_building_tooling_workshops pm_publicly_traded_building_tooling_workshops,building_chemical_plants,10,pm_improved_fertilizer pm_publicly_traded_building_chemical_plants,building_explosives_factory,10,pm_vacuum_evaporation pm_publicly_traded_building_explosives_factory,building_motor_industry,30,pm_electric_engines pm_automobiles_disabled pm_rotary_valve_engine_building_motor_industry pm_publicly_traded_building_motor_industries,building_arms_industry,10,pm_bolt_action_rifles pm_rotary_valve_engine_building_arms_industry pm_publicly_traded_building_arms_industry,building_artillery_foundries,5,pm_breech_loaders pm_rotary_valve_engine_building_artillery_foundries pm_publicly_traded_building_artillery_foundries,building_munition_plants,10,pm_explosive_shells pm_rotary_valve_engine_building_munition_plants pm_publicly_traded_building_munition_plants,building_wheat_farm,5,pm_fertilization pm_no_secondary pm_steam_threshers pm_homesteading,building_livestock_ranch,8,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_refrigerated_storage_building_livestock_ranch pm_homesteading,building_vineyard_plantation,5,default_building_vineyard_plantation pm_road_carts pm_privately_owned_plantation,building_coal_mine,20,pm_condensing_engine_pump_building_coal_mine pm_nitroglycerin_building_coal_mine pm_steam_donkey_building_coal_mine pm_publicly_traded_building_coal_mine,building_iron_mine,20,pm_condensing_engine_pump_building_iron_mine pm_nitroglycerin_building_iron_mine pm_steam_donkey_mine pm_road_carts pm_publicly_traded_building_iron_mine,building_lead_mine,10,pm_condensing_engine_pump_building_lead_mine pm_nitroglycerin_building_lead_mine pm_steam_donkey_mine pm_road_carts pm_publicly_traded_building_lead_mine,building_cotton_plantation,10,default_building_cotton_plantation pm_road_carts pm_privately_owned_plantation,building_silk_plantation,5,default_building_silk_plantation pm_road_carts pm_privately_owned_plantation,building_logging_camp,10,pm_electric_saw_mills pm_hardwood pm_steam_donkey_building_logging_camp pm_road_carts pm_publicly_traded_building_logging_camp,building_power_plant,1,pm_coal-fired_plant pm_publicly_traded_building_power_plant,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,12,pm_electric_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_university,2,pm_philosophy_department pm_secular_academia
s:STATE_SAHARA,Sahara,France,c:FRA,building_livestock_ranch,2,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_unrefrigerated pm_homesteading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_SAVOY,Savoy,France,c:FRA,building_electrics_industry,5,pm_telephones pm_radios pm_publicly_traded_building_electrics_industries,building_wheat_farm,5,pm_fertilization pm_no_secondary pm_steam_threshers pm_homesteading,building_livestock_ranch,1,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_refrigerated_storage_building_livestock_ranch pm_homesteading,building_vineyard_plantation,5,default_building_vineyard_plantation pm_road_carts pm_privately_owned_plantation,building_cotton_plantation,10,default_building_cotton_plantation pm_road_carts pm_privately_owned_plantation,building_logging_camp,5,pm_electric_saw_mills pm_hardwood pm_steam_donkey_building_logging_camp pm_road_carts pm_publicly_traded_building_logging_camp,building_power_plant,1,pm_coal-fired_plant pm_publicly_traded_building_power_plant,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,1,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_WEST_INDIES,French West Indies,France,c:FRA,building_food_industry,5,pm_baking_powder pm_cannery pm_patent_stills pm_publicly_traded_building_food_industry,building_rice_farm,3,pm_fertilization_building_rice_farm pm_fig_orchards_building_rice_farm pm_tools_building_rice_farm pm_homesteading,building_livestock_ranch,1,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_unrefrigerated pm_homesteading,building_sugar_plantation,10,default_building_sugar_plantation pm_road_carts pm_privately_owned_plantation,building_fishing_wharf,2,pm_fishing_trawlers pm_refrigerated_storage_building_fishing_wharf pm_publicly_traded_building_fishing_wharf,building_government_administration,1,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,building_railway,1,pm_steam_trains pm_steel_passenger_carriages pm_publicly_traded_building_railway,building_port,2,pm_industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_BAHAMAS,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_BASRA,,Great Britian,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_BERMUDA,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_CONNAUGHT,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_CYPRUS,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_EAST_ANGLIA,East Anglia,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_GAMBIA,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_GRANADA,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_GUAYANA,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_HIGHLANDS,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_HOME_COUNTIES,Home Counties,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_INDIAN_OCEAN_TERRITORY,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_JAMAICA,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_LANCASHIRE,Lancashire,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_LEINSTER,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_LOWLANDS,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_MALAYA,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_MALTA,Malta,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_MIDLANDS,Midlands,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_MUNSTER,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_SHANDONG,,Great Britain,c:GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
